dense_tensor_1,sparse_tensor_1,mu_bias_1,tensorHat_1
38.882,0,40.8591672526273,41.6060841498303
41.386,0,40.6736674728796,41.3993168421297
39.482,0,40.7409272270747,41.4320509619643
40.536,0,40.6030872317237,41.2177595560877
41.37,0,40.1916275867904,40.8107784511535
40.622,0,40.0898957800886,40.8033702789868
41.586,0,39.9928707614379,40.8203836211863
41.091,0,40.1930811689573,41.0417619275217
39.707,0,40.0676871664112,40.9070394622971
39.904,0,39.7809917785853,40.6508234354877
41.332,0,39.4782466305515,40.3748197434675
37.983,0,39.1870757493747,39.9777966638297
39.568,0,38.8721998007193,39.43548479005
39.816,0,38.7364538309429,39.1953973538151
40.83,0,38.4598799905279,38.8346469823859
42.366,0,38.3667919806079,38.6654002877308
40.859,0,38.2369427544707,38.4550565262236
36.327,0,37.8674050346202,38.0803145947784
41.056,0,37.598089903956,37.8083248945796
41.922,0,37.6339489489189,37.8524533840687
41.585,0,37.7052029123185,37.9885121712031
40.243,0,37.8272207192308,38.0856438171858
40.125,0,37.9790773144071,38.2515524777252
40.998,0,38.0274005344119,38.3655837828434
40.877,0,38.2740415086288,38.705030264953
40.437,0,38.5023140532886,38.977894167949
40.849,0,38.6761367146377,39.1937894009211
42.068,0,38.8109733687763,39.4591903182383
41.33,0,38.9313050695932,39.7397867439082
42.586,0,39.1546208935043,40.0872083402816
42.159,0,39.3116389622976,40.2309863226705
42.266,0,39.4375139643903,40.3909019069603
42.133,0,39.6081563305606,40.599220784502
41.496,0,39.6158306370852,40.5988362296628
43.077,0,39.8928938520221,40.8145639804183
42.597,0,39.9851017993463,40.8704818770963
42.526,0,39.8980996115384,40.7360332728884
41.998,0,39.6884168781884,40.4179389212813
40.024,0,39.3890742677467,40.0500187170435
42.532,0,39.3702223751936,40.070081938189
41.572,0,39.2857471169033,39.9639063142817
40.431,0,39.0194775294937,39.6984958046192
43.19,0,38.9460182155356,39.6110122044701
40.124,0,38.9319831713928,39.5494745000621
38.629,0,38.8954242288876,39.5114247505359
38.983,0,39.0425758632781,39.6227547584352
38.868,0,38.8487384781999,39.430041148603
38.542,0,38.8084261090384,39.4195513682811
38.862,0,38.6349928954097,39.1930740631938
39.407,0,38.369011208701,38.9119968297088
42.173,0,38.3484923387445,38.8147552934709
40.122,0,38.1922875422855,38.6187051152226
40.794,0,37.9178024012496,38.2898973454142
39.837,0,37.8541652451032,38.1634719489288
39.174,0,37.560529908716,37.7875489720088
39.311,0,37.3491262703867,37.4842287900163
41.239,0,37.4273106277214,37.4544693497331
40.986,0,37.2693154568011,37.3019918755904
38.055,0,37.2544694889202,37.1985467033395
40.19,0,37.1616549024512,37.071140994831
38.931,0,36.6310969169941,36.5662267617361
39.118,0,36.380059549781,36.3351139148675
41.204,0,36.3772366304981,36.3408990210424
38.641,0,35.9432609823676,35.8935001385954
39.317,0,35.7302164139342,35.6188225308391
40.766,0,35.9163408621941,35.796065445346
39.595,0,35.8989276974978,35.7267485597845
38.662,0,35.8022825436728,35.5737045350406
39.787,0,36.1385102886667,35.9136418359704
43.652,0,36.3675299810903,36.0347378132002
40.398,0,36.6686916636777,36.2577348376312
41.226,0,36.8618058296712,36.4186218704426
39.234,0,36.9998506090309,36.4620644025218
38.779,0,37.1150887661227,36.5257257102443
38.514,0,37.1979140327624,36.6419015895314
39.766,0,36.9786026185804,36.4853928045936
42.913,0,36.8823479883346,36.4043388261903
41.06,0,36.947216344721,36.467894087084
40.803,0,37.1752463419594,36.7624191069675
41.584,0,37.507220501301,37.1890261394101
39.707,0,37.6541250158874,37.4449825581702
39.163,0,37.7707670413279,37.5880465829631
42.36,0,37.9245559395885,37.8288724329033
40.539,0,38.4968031441251,38.460411712834
39.426,0,38.9356497235812,38.93917524749
39.859,0,39.2151111672622,39.2284474918565
41.561,0,39.600476672144,39.6403782865177
41.948,0,39.813648856481,39.8544744583655
41.796,0,39.9474134562927,39.9854001853051
42.476,0,40.2532752664176,40.3476491855762
43.264,0,40.3907984468658,40.4920390546801
42.824,0,40.4924842519895,40.6546260009807
43.253,0,40.7195933018444,40.8275660827354
42.45,0,40.8255519294531,40.9748675296382
40.261,0,41.1462813166677,41.3075269187206
40.878,0,41.4304618807362,41.6322113082703
40.134,0,41.6837942516603,41.9328837395625
42.08,0,42.0740949036337,42.3360458755362
42.15,0,42.3135624382807,42.6041483438402
39.34,0,42.3996626892232,42.7600609197193
40.87,0,42.5916599949216,42.9737985425328
42.68,42.68,41.6749194579949,41.8595125546128
41.52,41.52,41.939476071516,42.1411405918168
42.068,42.068,42.1161145559143,42.4716330155914
42.665,42.665,42.2381711316314,42.8829861318469
44.482,44.482,42.3606680598828,43.0238301912672
45.433,45.433,42.4665501248264,43.4039548553962
43.585,43.585,42.6285259392886,43.6463480241939
45.227,45.227,42.6420555804817,43.7630539261979
47.927,47.927,42.7336172243927,43.9512464946936
45.832,45.832,42.9625601702466,44.3051192161864
47.063,47.063,42.9956645515575,44.5151502506811
44.459,44.459,43.1305047771897,44.4707492578735
46.55,46.55,43.1300447133068,44.6447238619064
43.816,43.816,43.194501510243,44.6296721283504
42.469,42.469,43.310433443321,44.8183625807798
42.065,42.065,43.2404143997852,44.866309089294
43.303,43.303,43.2960476483971,45.0782044264127
47.087,47.087,43.3319762488279,45.2167093218364
45.978,45.978,43.2222510447341,45.0757580462027
47.041,47.041,43.3032419214984,45.1308358441018
42.831,42.831,43.219551254389,45.05245666516
43.128,43.128,43.1854977591765,45.0821501345055
46.854,46.854,43.0103716150074,45.0070162950588
46.36,46.36,43.2084443605984,45.3009926581452
44.715,44.715,43.1464881088884,45.0592130997089
45.675,45.675,43.1761963272895,45.0301020599445
45.291,45.291,43.332342712524,45.3068678083207
47.735,47.735,43.0875426405811,44.9618615580293
44.265,44.265,42.926868893372,44.7603374356478
46.103,46.103,42.7824884658107,44.7460695507264
44.732,44.732,42.5805555035902,44.4585097306897
42.323,42.323,42.5406798699316,44.0052394879299
43.116,43.116,42.353051303021,43.8224269480154
42.845,42.845,42.2149526336988,43.6318341893514
42.422,42.422,42.0719013914734,43.4348329618326
40.388,40.388,42.2742514603228,43.7275170869948
41.404,41.404,41.5452636064937,43.1234609004465
44.251,44.251,41.4301370498837,42.8401318003953
45.21,45.21,41.3487798765562,42.6332093423956
43.168,43.168,41.2445918310093,42.2836170016969
42.652,42.652,40.978070596223,41.476021612173
42.181,42.181,40.5009462395962,40.7598508368313
41.833,41.833,39.8555179361611,40.0881620477398
41.621,41.621,39.5358962214523,39.4165790236108
40.533,40.533,39.3503964417047,38.6130200778911
38.396,38.396,39.4176561958997,38.1027354994884
39.166,39.166,39.2798162005488,37.1895131495911
39.573,39.573,38.8683565556154,36.258464847842
39.011,39.011,38.7666247489136,36.0343132581909
37.056,37.056,38.669599730263,35.9230300847044
36.583,36.583,38.8698101377823,36.3070055183668
37.345,37.345,38.7444161352363,36.2967403515869
37.424,37.424,38.4577207474104,36.2759092492403
37.536,37.536,38.1549755993765,36.2532939349032
38.304,38.304,37.8638047181998,35.9052005022222
36.406,36.406,37.5489287695443,35.2027490164492
37.007,37.007,37.413182799768,34.745400120097
37.823,37.823,37.136608959353,34.0437726418392
36.244,36.244,37.043520949433,33.6962265128696
33.916,33.916,36.9136717232958,33.1578903952833
31.122,31.122,36.5441340034453,32.7259553729619
33.811,33.811,36.274818872781,32.3402311656524
35.374,35.374,36.3106779177439,32.3607068726628
34.215,34.215,36.3819318811436,32.5545704451955
36.751,36.751,36.5039496880558,32.4956349252938
37.087,37.087,36.6558062832321,32.6936080315527
35.365,35.365,36.704129503237,32.9856025704416
36.876,36.876,36.9507704774538,33.5368768670233
37.763,37.763,37.1790430221136,33.7501987160651
38.09,38.09,37.3528656834628,34.1283693357582
38.046,38.046,37.4877023376014,34.4593783085507
38.185,38.185,37.6080340384183,34.9641447334716
40.993,40.993,37.8313498623293,35.4235701737542
41.003,41.003,37.9883679311226,35.761077866587
40.459,40.459,38.1142429332153,35.7881058871141
40.827,40.827,38.2848852993856,36.3044030526177
40.326,40.326,38.2925596059102,36.5762210698007
38.3,38.3,38.5696228208472,37.1294428640243
40.181,40.181,38.6618307681713,37.3827247437384
38.924,38.924,38.5748285803635,37.2107501585292
37.22,37.22,38.3651458470135,36.6895012632057
39.543,39.543,38.0658032365717,36.4981244950822
39.579,39.579,38.0469513440186,36.0410166600406
40.107,40.107,37.9624760857283,35.7975855864532
39.211,39.211,37.6962064983187,35.2296958382575
36.076,36.076,37.6227471843607,34.7357341872623
35.321,35.321,37.6087121402178,34.2158258512929
36.517,36.517,37.5721531977127,33.9407843119058
36.518,36.518,37.7193048321032,33.6081265217944
35.012,35.012,37.525467447025,33.226345696098
36.04,36.04,37.4851550778634,33.0021571477453
36.665,36.665,37.3117218642348,32.4102303972321
35.978,35.978,37.045740177526,31.8450629710844
35.582,35.582,37.0252213075696,31.2374465791689
34.712,34.712,36.8690165111106,30.4168011281335
35.13,35.13,36.5945313700746,29.4351169987718
33.637,33.637,36.5308942139282,28.9184088891508
31.849,31.849,36.237258877541,28.0108158260262
28.616,28.616,36.0258552392117,27.1334785338799
22.554,22.554,36.1040395965464,26.4771947685216
19.234,19.234,35.9460444256261,25.9937834622165
20.95,20.95,35.9311984577453,25.540253965071
19.852,19.852,35.8383838712763,25.0193680101166
24.87,24.87,35.3078258858192,24.0463682362121
28.843,28.843,35.0567885186061,23.1646574709783
31.602,31.602,35.0539655993231,22.4381096749693
30.344,30.344,34.6199899511927,21.3647791853214
23.422,23.422,34.4069453827593,20.3592784672659
18.498,18.498,34.5930698310192,19.9422144192016
20.28,20.28,34.5756566663228,19.3877833641033
18.413,18.413,34.4790115124979,18.6158753740775
13.34,13.34,34.8152392574918,18.4736712626058
14.247,14.247,35.0442589499153,18.3872968017767
14.462,14.462,35.3454206325027,18.5422121766017
14.143,14.143,35.5385347984963,19.0884941245915
15.07,15.07,35.6765795778559,19.7189869932528
18.138,18.138,35.7918177349478,20.5343770161988
18.974,18.974,35.8746430015874,21.8834923602582
27.616,27.616,35.6553315874055,23.1672057210765
23.61,23.61,35.5590769571596,24.4339642909736
23.121,23.121,35.6239453135461,25.826305225231
29.842,29.842,35.8519753107845,27.1193671562348
31.408,31.408,36.183949470126,28.3834220972782
31.894,31.894,36.3308539847124,29.3092008194184
30.51,30.51,36.447496010153,29.8424358391767
27.452,27.452,36.6012849084135,30.6032428605779
29.296,29.296,37.1735321129502,31.6145229056489
32.309,32.309,37.6123786924063,32.5231446848296
36.346,36.346,37.8918401360873,32.8415234711962
35.246,35.246,38.2772056409691,33.3523318664457
35.326,35.326,38.4903778253061,33.5916238452772
38.2,38.2,38.6241424251177,33.7900169110799
37.059,37.059,38.9300042352426,34.3444486429561
36.534,36.534,39.0675274156908,34.5015269498625
38.35,38.35,39.1692132208146,34.8733322578576
37.566,37.566,39.3963222706695,35.2558299047198
37.339,37.339,39.5022808982782,36.2010499405238
37.903,37.903,39.8230102854928,36.9480235489969
39.166,39.166,40.1071908495613,37.6535079043294
39.676,39.676,40.3605232204854,38.4971443789714
40.566,40.566,40.7508238724587,39.4009092284931
41.977,41.977,40.9902914071058,40.0305741637081
43.372,43.372,41.0763916580483,40.550715925892
41.841,41.841,41.2683889637467,41.0195085356973
44.098,44.098,42.3586466286667,42.4006686666233
42.184,42.184,42.6232032421878,42.7099505258015
44.243,44.243,42.7998417265861,43.070566024809
43.422,43.422,42.9218983023032,43.5254359026827
43.362,43.362,43.0443952305545,43.6912578899771
44.706,44.706,43.1502772954981,44.1068817691266
45.472,45.472,43.3122531099604,44.3622501464186
43.479,43.479,43.3257827511535,44.521914828679
44.495,44.495,43.4173443950644,44.7328530389772
45.548,45.548,43.6462873409184,45.0985256442024
45.657,45.657,43.6793917222292,45.2969166861736
45.548,45.548,43.8142319478615,45.3382244679224
47.408,47.408,43.8137718839786,45.5744229236996
45.771,45.771,43.8782286809148,45.5478461980515
47.135,47.135,43.9941606139928,45.7499385113861
47.791,47.791,43.924141570457,45.8578660553016
48.942,48.942,43.9797748190689,46.097497103552
47.672,47.672,44.0157034194996,46.253163896015
46.224,46.224,43.9059782154059,46.1083955619689
48.214,48.214,43.9869690921702,46.2025570535269
45.872,45.872,43.9032784250607,46.1422059370213
47.328,47.328,43.8692249298483,46.2035754427129
45.917,45.917,43.6940987856792,46.1616259708051
45.795,45.795,43.8921715312702,46.4537793738582
42.887,42.887,43.8302152795602,46.2333549779574
48.509,48.509,43.8599234979613,46.2122160385218
45.771,45.771,44.0160698831957,46.5005236250206
45.426,45.426,43.7712698112528,46.1421064813222
48.016,48.016,43.6105960640438,45.9711783868963
45.254,45.254,43.4662156364825,46.0230898215216
45.339,45.339,43.264282674262,45.7209904248595
42.621,42.621,43.2244070406034,45.2341520726767
47.559,47.559,43.0367784736928,45.0433209389139
44.69,44.69,42.8986798043705,44.8361350543735
45.675,45.675,42.7556285621452,44.6334296414928
44.109,44.109,42.9579786309946,44.9741782731599
44.416,44.416,42.2289907771654,44.4679934533077
45.042,45.042,42.1138642205554,44.23045446449
43.671,43.671,42.0325070472279,43.9866126822095
45.395,45.395,41.9283190016811,43.6013612896038
42.748,42.748,41.6617977668947,42.7435257579756
41.728,41.728,41.1846734102679,42.0375700477819
40.979,40.979,40.5392451068329,41.4160508654328
41.911,41.911,40.2196233921241,40.708715367326
42.738,42.738,40.0341236123765,39.8587811900204
38.361,38.361,40.1013833665715,39.3342705265205
38.443,38.443,39.9635433712206,38.3670312448882
38.595,38.595,39.5520837262872,37.4883874096524
37.982,37.982,39.4503519195854,37.3323523696416
41.477,41.477,39.3533269009347,37.2940306430163
36.751,36.751,39.5535373084541,37.6973809307421
37.652,37.652,39.428143305908,37.6919011975298
38.119,38.119,39.1414479180821,37.6789614120619
38.318,38.318,38.8387027700483,37.7111145421245
37.247,37.247,38.5475318888716,37.4245704725554
37.57,37.57,38.2326559402161,36.6802349771183
35.805,35.805,38.0969099704398,36.2133188652474
36.216,36.216,37.8203361300247,35.4449062853798
37.54,37.54,37.7272481201048,35.0057849242443
35.435,35.435,37.5973988939675,34.3851660499995
36.036,36.036,37.2278611741171,33.8822329832699
32.736,32.736,36.9585460434528,33.4385297574623
33.79,33.79,36.9944050884157,33.3620087168253
36.067,36.067,37.0656590518153,33.5333544189723
37.284,37.284,37.1876768587276,33.4071705815442
36.383,36.383,37.3395334539039,33.5365882354769
36.63,36.63,37.3878566739087,33.8375093806131
35.821,35.821,37.6344976481256,34.3678987680434
37.357,37.357,37.8627701927854,34.5372462127634
37.763,37.763,38.0365928541345,34.9143107315035
35.896,35.896,38.1714295082732,35.2303324276689
35.615,35.615,38.2917612090901,35.7542853130041
36.052,36.052,38.5150770330011,36.2382576798658
36.978,36.978,38.6720951017944,36.556821081201
37.209,37.209,38.7979701038871,36.5147487009652
37.211,37.211,38.9686124700574,37.0403861249316
38.156,38.156,38.976286776582,37.3201712853581
37.389,37.389,39.253349991519,37.8854186582243
39.649,39.649,39.3455579388431,38.1489674649544
36.776,36.776,39.2585557510353,37.9616954390908
37.798,37.798,39.0488730176852,37.4179808560131
36.378,36.378,38.7495304072435,37.170407546126
38.893,38.893,38.7306785146904,36.6746199245865
36.838,36.838,38.6462032564001,36.4012579219329
38.791,38.791,38.3799336689905,35.8131555905867
38.459,38.459,38.3064743550324,35.2874244184769
35.174,35.174,38.2924393108896,34.7011303865116
34.39,34.39,38.2558803683845,34.3559975868764
32.165,32.165,38.403032002775,33.944742438279
33.959,33.959,38.2091946176967,33.5637439451715
29.594,29.594,38.1688822485352,33.284411558065
28.702,28.702,37.9954490349066,32.5767466622891
33.398,33.398,37.7294673481978,31.9112928229384
32.048,32.048,37.7089484782414,31.2031578498404
31.341,31.341,37.5527436817824,30.3178363874955
32.354,32.354,37.2782585407464,29.2639187627888
31.454,31.454,37.2146213846,28.6561719981268
32.139,32.139,36.9209860482128,27.6636762490755
31.183,31.183,36.7095824098835,26.7205982422621
30.626,30.626,36.7877667672182,26.0095537076715
33.027,33.027,36.6297715962979,25.50045090335
31.158,31.158,36.6149256284171,24.9858095765445
27.577,27.577,36.5221110419481,24.4556981108205
25.836,25.836,35.9915530564909,23.5560665198462
21.474,21.474,35.7405156892779,22.7589860364475
18.158,18.158,35.7376927699949,22.089508365178
19.206,19.206,35.3037171218645,21.1523639310674
18.742,18.742,35.0906725534311,20.1722041933745
21.155,21.155,35.276797001691,19.7790239120127
19.995,19.995,35.2593838369946,19.2227829313303
19.885,19.885,35.1627386831697,18.4443598850351
22.535,22.535,35.4989664281636,18.3309817779029
20.234,20.234,35.7279861205871,18.1374962535073
19.451,19.451,36.0291478031745,18.2296011706766
21.903,21.903,36.2222619691681,18.7446005132657
16.828,16.828,36.3603067485277,19.271294320041
12.381,12.381,36.4755449056195,19.9716734499561
13.829,13.829,36.5583701722592,21.3210334785903
12.92,12.92,36.3390587580773,22.5730554139141
12.356,12.356,36.2428041278314,23.8897663488677
13.913,13.913,36.3076724842178,25.3061699999129
13.142,13.142,36.5357024814563,26.5870111107585
16.938,16.938,36.8676766407978,27.8379604875937
19.476,19.476,37.0145811553842,28.7685429964532
21.474,21.474,37.1312231808248,29.2735154007774
22.718,22.718,37.2850120790853,30.0284578318651
29.501,29.501,37.8572592836219,31.0082500768745
32.877,32.877,38.2961058630781,31.8740246043602
34.554,34.554,38.575567306759,32.1650573942073
35.912,35.912,38.9609328116409,32.6567030686454
36.518,36.518,39.1741049959779,32.8758934929496
35.693,35.693,39.3078695957895,33.0598232210011
35.62,35.62,39.6137314059144,33.6206896860962
34.951,34.951,39.7512545863626,33.7701689920821
36.049,36.049,39.8529403914864,34.196504384525
36.284,36.284,40.0800494413412,34.6935687858691
38.188,38.188,40.18600806895,35.7818512160588
38.304,38.304,40.5067374561645,36.6528966985696
39.173,39.173,40.7909180202331,37.5128919956807
38.83,38.83,41.0442503911571,38.4933462822366
40.059,40.059,41.4345510431305,39.5063138410454
37.629,37.629,41.6740185777775,40.2623522963826
41.41,41.41,41.7601188287201,40.8615608797051
42.295,42.295,41.9521161344184,41.4172956620385
42.804,0,41.449377386913,41.2982132808348
42.864,0,41.7139340004341,41.6395415418469
44.11,0,41.8905724848324,42.0252413990269
43.636,0,42.0126290605495,42.4789680842146
42.899,0,42.1351259888009,42.6651720768253
43.591,0,42.2410080537445,43.0823670084386
42.909,0,42.4029838682067,43.35220091803
45.629,0,42.4165135093999,43.5274194825466
44.82,0,42.5080751533108,43.7857287794582
46.577,0,42.7370180991647,44.1572776967119
46.477,0,42.7701224804756,44.3240493518228
46.728,0,42.9049627061079,44.4828459440417
45.833,0,42.9045026422249,44.6975315215591
47.024,0,42.9689594391612,44.6947581021949
46.974,0,43.0848913722392,44.9635428277413
45.282,0,43.0148723287033,45.0384862651874
46.446,0,43.0705055773152,45.2901403663216
44.258,0,43.106434177746,45.4706276785581
44.255,0,42.9967089736523,45.3880370620381
46.933,0,43.0776998504165,45.4779275111011
46.593,0,42.9940091833071,45.3973163950402
44.827,0,42.9599556880946,45.4511479197218
46.53,0,42.7848295439256,45.4254338916158
